id,litera,cuvant_cheie,continut
104,E,EPISCOPUL,"«Să se hirotonească în prezenţa a doi sau trei episcopi». 1 ap.
- Să fie hirotonit de trei Episcopi. 66 sin. I ec.; 13, 49 Cartag.
- Cel ce ajunge la această demnitate, prin bani, să se caterisească, «atât dânsul, cât şi cei ce 1-au hirotonit, şi să se taie desăvârşit şi de la împărtăşire». 29 ap.; 22 Trul.; 5 sin VII ec.
- Să fie examinat înainte de hirotonie de către Mitropolit, spre a se constata dacă cunoaşte bine sau nu Sf. Scriptură şi canoanele. 2 sin VII ec.; 12 Laod.
- Instituirea trebuie făcută în termen de 3 luni de la data vacantării. 25 sin. IV ec.
- Episcopul interimar să nu ţină scaunul văduvit, ci să se străduiască ca cel mult într-un an să fie ocupat cu titular. 74 Cartag.
- Să nu fie instituit în localităţi mici. 57 Laod.; 6 Sard.
- Să nu fie instituit în eparhia al cărei Episcop e încă în funcţiune. 16 Const. I-II.
- Să nu fie doi Episcopi într-un oraş. 8 sin. I ec.;
- Episcopul care refuză să-şi ocupe scaunul pentru care a fost hirotonit să se afurisească. 36 ap.; 17 Antioh.
- Deţine puterea supremă în eparhia sa. «Clericii să nu săvârşească nimic fără învoirea Episcopului, căci el este cel căruia i s-a încredinţat poporul Domnului şi de la el se va cere socoteala pentru sufletele lor». 34 ap.; 8 sin. IV ec.; 31, 102 Trul.; 14 sin VII ec.; 9 Antioh.
- Are putere asupra mănăstirilor şi călugărilor din eparhia sa. 4, 8, 24 sin. IV ec.; 41 Trul.; 12, 17 sin VII ec.
- Care nu se îngrijeşte de eparhie să se lipsească de comuniune. 123 Cartag.
- Să nu se ocupe cu afacerile proprii, în dauna afacerilor bisericeşti. 71 Cartag.
- Hirotoneşte clerici pentru toate treptele bisericeşti. 2 ap.
- Care hirotoneşte ca urmaş la episcopie pe o rudă a sa să se afurisească. 76 ap.; 23 Antioh.
- Care repetă o hirotonie validă să se caterisească. 68 ap.
- Care hirotoneşte sau numeşte pe cineva într-o funcţie bisericească pentru plată să se caterisească. 2 sin. IV ec.; 22 Trul.
- Are dreptul de a judeca pe clericii din eparhia sa. 5 sin. I ec.; 9 sin. IV ec.: 102 Trul.; 14 Sard.
- Să judece după dreptate. 5 sin. I ec.; 4 sin VII ec.
- Să nu condamne pe nimeni, fără dovezi suficiente. 133 Cartag.; 6 Teofil
- Care face hirotonii în altă eparhie, fără învoirea celor în drept, să se caterisească. 35 ap; 13 Antioh.
- Să nu-şi întindă jurisdicţia asupra altor biserici, afară de eparhia sa. 35 ap.; 2 sin. II ec.; 8 sin. III ec.; 17 Trul.; 13 Antioh; 56 Cartag.
- Care se amestecă în altă eparhie, fără învoirea forurilor competente, să se caterisească. 13, 22 Antioh; 2 sin. II ec.; 20 Trul.; 18 Ancira; 3, 11 Sard.
- Care primeşte clerici din altă eparhie fără carte canonică să se afurisească. 16 ap; 16 sin. I ec.; 20 sin. IV ec.; 18 Trul.; 3 Antioh; 13 Sard.; 54, 80, 90 Cartag.
- Care pune «slujitor (bisericesc) străin, din altă eparhie, în vreo treaptă, fără învoirea Episcopului său propriu, acest fel de aşezare să se considere nulă», iar Episcopul care a făcut instituirea să fie admonestat. 15 Sard.
- Să fie necăsătorit. 12 Trul. 
- Are dreptul să mărească sau să micşoreze pedepsele bisericeşti şi să graţieze pe penitenţii care se căiesc sincer de păcatele lor. 121; 16 sin. IV ec.; 102 Trul.; 2, 5, 7 Ancira; 6,43 Cartag.; 1, 74, 84, 85 Vasile cel
Mare; 5, 7 Grig. Nyssa.
- Nu are voie să îmbrăţişeze viaţa de schimnic, deoarece el e chemat să conducă, nu să fie condus, cum sunt monahii. «Dacă vreun Episcop.. ar voi să se pogoare la viaţa monahiceasca şi să îndeplinească locul pocăinţei, acesta să nu mai aibă pretenţie la demnitatea arhierească». 2 Sin. local din C-pol (Sf. Sofia).
- Între episcopi, întâietatea să o aibă cel mai vechi hirotonit. 86 Cartag.
- Episcopul în principiu nu poate demisiona. 36 ap.; 17 Antioh; 3 Chiril în unele cazuri, pentru motive excepţionale, poate demisiona. 88 Cartag. Vezi şi: DEMISIE.
- Dă clericilor scrisoare de demitere (canonică). 17 Trul.; scrisoare de pace, 11 sin. IV ec.; scrisoare de recomandare. 11 sin. IV ec.; 12 ap.
- Nu poate fi degradat la treapta de presbiter, căci dacă nu e demn să săvârşească Sfintele Taine ca Episcop, nu este demn nici de presbiter. 8 sin. I ec.; 29 sin. IV ec.;
- Cel care e acuzat să fie judecat de sinod. 74 ap.; 9, 17 sin. IV ec.; 15 Antioh. 3 Sard. Vezi şi: FORURI JUDECĂTOREŞTI, APEL.
- Dacă nu se prezintă la forul de judecată în care e citat, să fie judecat în lipsă. 74 ap.; 19 Cartag.
- Nu poate fi caterisit de doi Episcopi. 1 Sin. din C-pol din anul 394.
- Care prin vicleşug caută să se mute de la o eparhie la alta să fie pedepsit astfel că «nici la sfârşitul (vieţii) să nu se învrednicească nici chiar de comuniunea laicilor». 1, 2 Sard.
- Să nu-şi mute reşedinţa din locul stabilit (catedrala) în altă localitate din eparhie. 71 Cartag.
- Care lipseşte mai mult de 6 luni din eparhie, fără motive binecuvântate, «Să se înstrăineze desăvârşit de cinstea şi de demnitatea de Episcop». Const. I-II
- Ereticul nu poate fi martor împotriva Episcopului. 75 ap.
- Episcopul poate fi acuzat numai de oameni vrednici de credinţă. 74 ap. Nu poate fi acuzat de eretici, schismatici, anatematizaţi, excomunicaţi, de cei ce stau sub acuză, de imorali etc. 6 sin. II ec.; 21 sin. IV ec.; 8, 128, 219 Cartag.
- Cel ce este ales Episcop, dacă este căsătorit, trebuie să se despartă de soţia sa, iar ea să intre în mănăstire. 48 Trul.
- Averea Episcopului să fie deosebită de averea eparhiei. Episcopul poate lăsa prin testament averea sa cui voieşte. 40 ap.; 24 Antioh. Nu o poate însă lăsa prin testament eterodocşilor. Dacă o lasă acestora, să se pronunţe, şi după moarte, anatema asupra lui. 81 Cartag.
- Episcopul e dator să poarte grijă de averea bisericească. 38, 41 ap. Să o administreze cu un econom cleric. 26 sin. IV ec.; 11 sin VII ec.
- Să nu vândă averea bisericească fără ştirea sinodului şi a presbiterilor săi. 33 Cartag.
- Să înveţe pe fiii săi sufleteşti, mai ales în Duminici, credinţa ortodoxă. 19 Trul.
- Are dreptul de a pregăti Sf. Mir, a consacra fecioarele, a sfinţi bisericile şi a graţia pe penitenţi. 6, 43, 126 Cartag.
- Să dea certificate de hirotonie persoanelor pe care le hirotoneşte. 89 Cartag."
105,E,EPISTOLELE CANONICE,"Epistolele canonice sunt de trei feluri: 1. de recomandare; 2. de dimitere (canonice); şi 3. de pace.
- «Dacă vreun cleric sau laic, afurisit sau neprimit, ducându-se în altă cetate, se va primi fără scrisori de recomandare, să se afurisească şi cel ce 1-a primit, şi cel ce s-a primit». 12 ap.
- Nici un cleric să nu fie primit în altă eparhie fără scrisoare de recomandare. 33 ap.; 11, 13 sin. IV ec.575
- Episcopii din Africa să nu călătorească la Roma fără a avea de la primatul lor scrisoare «de dimitere formală sau de recomandare». 23 Cartag.
- Nici un cleric «nu are voie să se aşeze în altă biserică fără scrisoare de dimitere de la Episcopul sau». 17 Trul.
- Clericii care merg la curtea Vasileilor să nu meargă fără scrisori de dimitere de la Episcopul lor. 106 Cartag.
- «Săracii şi cei ce au nevoie de ajutor.. să călătorească numai cu epistole bisericeşti de pace». 11 sin. IV ec.
- «Nici unul dintre străini să nu se primească fără (scrisori) de pace». 7 Antioh.
- «Presbiterii rurali să nu dea scrisori canonice, decât numai către Episcopii învecinaţi să trimită scrisori; horepiscopii neprihăniţi însă să dea (scrisori) de pace». 8 Antioh.
- Clericul să nu călătorească fără carte canonică. 42 Laod. Vezi şi: CARTE CANONICĂ."
106,E,EPITIMIA,"Cei ce au primit de la Dumnezeu puterea de a lega şi dezlega să cerceteze cu multă băgare de seama pe cei păcătoşi şi să le dea astfel de epitimii, care îi aduc cu cât mai multă uşurinţă şi siguranţă la calea binelui. 102 Trul.
- Să fie în conformitate cu păcatele săvârşite şi mărturisite de penitent. 1 Grig. Nyssa.
- Episcopul are dreptul să mărească sau să micşoreze epitimiile, precum şi să graţieze pe penitenţii care se căiesc sincer de păcatele lor. 121; 16 sin. IV ec.; 102 Trul.; 2, 5, 7 Ancira; 6, 43 Cartag.; 2, 54, 74, 84,
85 Vasile cel Mare; 4, 5, 7 Grig. Nyssa; 3 Atanasie cel Mare; 3 Ioan  Ajunatorul."
107,E,EREMIŢII,"Eremiţii care cutreieră satele şi oraşele fără rost, sau să intre în mănăstire, sau să fie alungaţi în pustiu. 42 Trul. Vezi şi: MONAH."
108,E,ERETICI,"Clericul care se va ruga împreună cu ereticii să se afurisească, «iar de le va da voie a lucra ca clerici, să se caterisească». 45 ap.
- Clericul care intră în casă de rugăciuni a ereticilor, ca să se roage, să fie caterisit; mireanul să fie afurisit. 64 ap.
- Botezul ereticilor şi schismaticilor nu e valid. 46, 68 ap.; 1 Cartag. (Ciprian).
- Hirotonia ereticilor nu e validă. 68 ap.
- Clericul care admite botezul sau jertfa ereticilor să se caterisească. 46 ap.
- Ereticii care se convertesc la Ortodoxie se primesc: unii prin ungerea cu Sf. Mir, alţii prin Botez, iar alţii, dacă dau scrisori de anatemizare a ereziei lor. 19 sin. I ec.; 7II; 95 Trul.; 7-8 Laod.; 1, 47 Vasile cel Mare; 3 Atanasie cel Mare.
- Nu pot ridica acuza, cu caracter bisericesc, împotriva clericilor. 6II; 129 Cartag.
- Faţă de ereticii intoleranţi şi terorişti să se ceară ajutorul autorităţilor lumeşti. 93 Cartag."
109,E,EREZIA,Anatema să fie orice erezie. 1 sin. II ec.
110,E,EXAMEN,Candidaţii la intrarea în cler trebuie examinaţi din punct de vedere moral şi intelectual înainte de a fi hirotoniţi. 9 sin. I ec.; 33 Trul.; 12 Laod.; 18 Cartag.; 89 Vasile cel Mare; 7 Teofil; 4 Chiril
111,E,EXCOMUNICARE,"(sau Afurisire). Se pedepsesc cu excomunicarea:
- Clericii care se mută la alte biserici şi, somaţi fiind, nu voiesc să se întoarcă la biserica pentru care au fost hirotoniţi. 16 sin. I ec.; 20 sin. IV ec.
- Monahii care desconsideră normele canonice ale Bisericii. 4IV.
- Monahii şi monahiile care, după ce au făcut votul, se căsătoresc. 16 sin. IV ec.
- Episcopul care primeşte clerici din alte eparhii fără învoirea Episcopului de care depind acei clerici. 20 sin. IV ec.
- Episcopul care refuză să se ducă la eparhia pentru care a fost hirotonit. 36 ap.; 17 Antioh.
- Mireanul care se abţine de la nuntă, carne şi vin, fiindcă le consideră pe acestea lucruri păcătoase. 51 ap.
- Femeia care se mărită cu fratele bărbatului ei şi nu se desparte de el. 2 Neocez. Vezi şi: AFURISIRE."
112,E,EXCOMUNICAT,"Cel ce se roagă împreună cu un excomunicat să fie afurisit. 10 ap.; 2 Antioh.
- Clericul sau laicul care este afurisit, dacă se duce în altă eparhie şi acolo e primit fără scrisori de recomandare, să se afurisească cel ce 1-a primit. 12 ap.; iar afurisitului să i se prelungească afurisirea. 13 ap.
- Cel ce a fost excomunicat de Episcopul său nu poate fi primit de alt episcop, până când nu i se ridică pedeapsa de către forurile în drept (Episcopul sau sinodul). 16, 32 ap.; 5 sin. I ec.; 3, 6 Antioh; 13 Sard.
- Excomunicatul nu poate ridica acuza cu caracter bisericesc contra clericilor. 6 sin. II ec.; 128 Cartag. Vezi şi: AFURISIT."
113,F,FEMEIA,"Femeia să tacă în biserică. 70 Trul.
- Să nu intre în altar. 44 Laod. Călugăriţele au voie să intre. 15 Nichifor Mărt."
114,F,FORURILE JUDECATOREŞTI,"Episcopul care «va fi acuzat cu ceva de către oameni vrednici de credinţă» să fie judecat de sinod. în acest scop, el va fi citat şi audiat. Dacă însă nu se prezintă în faţa sinodului după prima citare, va mai fi citat încă de două ori, şi dacă nici după aceasta nu se prezintă, va fi judecat în lipsă. 74 ap.; 6 sin. II ec. Dacă nu se poate întruni sinodul din diferite motive, atunci să se judece acel Episcop de 12 Episcopi, presbiterul (în apel), de 6 Episcopi, şi diaconul de 3 Episcopi. 12, 20, 100 Cartag.
- Presbiterii din Tripolitania să se judece de 5 episcopi. 14 Cartag.
- Forul judecătoresc care poate caterisi pe Episcop este sinodul. 1 Sin. din C-pol din anul 394.
- Dacă asupra sentinţei contra unui Episcop nu cad de acord toţi membrii sinodului, atunci Mitropolitul să mai invite câţiva Episcopi, din eparhiile învecinate, şi aceştia să judece, împreună cu Episcopii provinciei respective, chestiunea controversată. 14 Antioh.
- Sentinţa dată de sinodul provincial cu unanimitate de voturi nu se poate apela. 15 Antioh.
- Episcopul nu poate da sentinţa într-o cauză în care este interesat personal. 107 Cartag.
- Clericul care are litigiu cu Episcopul să se judece de sinodul Mitropolitan. Episcopul, sau alt cleric care are neînţelegeri cu Mitropolitul să se adreseze Exarhului sau Patriarhului şi acesta să judece diferendul. 9, 17 sin. IV ec.; 6 sin. II ec.
- Episcopul care are vreo neînţelegere cu alt Episcop să se judece de sinodul de care depind ambii Episcopi. 3 Sard.
- Episcopul are dreptul de a judeca pe clericii din eparhia sa. 32 ap.; 62 Cartag. Cei pedepsiţi de Episcop, dacă nu sunt mulţumiţi cu sentinţa ce s-a dat împotriva lor, pot face apel la Mitropolit sau la sinod. 5 sin. I ec.; 6 Antioh; 14 Sard.
- Judecarea clericilor se poate face şi în absenţa lor, dacă ei refuză să se prezinte la judecată (77 Cartag.), dar şi în absenţa reclamantului, dacă reclamantul cere să fie judecat. 100 Cartag.
- Judecata bisericeasca să se facă totdeauna în conformitate cu prescripţiile canonice. 1 Chiril
- Duhovnicul şi judecătorul bisericesc să fie cu multă băgare de seamă când judecă pe un păcătos, ca să-i dea leacul potrivit bolii. 102 Trul.
- În caz că judecarea cuiva într-o anumită localitate ar da naştere la tulburări sau la influenţe asupra judecătorilor, judecata se poate face într-o altă localitate. 30 Cartag.
- Clericii care refuză să se supună forurilor de judecată bisericeşti să se caterisească. 15, 104 Cartag.
- Stăpânirea de stat poate dispune, în caz de nevoie, să se întrunească sinodul episcopesc, pentru a judeca vreun cleric. 104 Cartag. Vezi şi: APEL."
115,F,FURT,"Clericul care fură să se caterisească. 25 ap.; 42 Ioan  Ajunatorul.
- Cel care fură din averea obştească sau bisericească să nu fie primit în cler. 42 Ioan  Ajunatorul."
116,G,GRAŢIEREA PENITENŢILOR,"Graţierea penitenţilor o poate face Episcopul. 6 Cartag. Preotul poate graţia numai în cazuri excepţionale, şi anume în lipsa Episcopului şi când penitentul e pe patul de moarte. 7, 43 Cartag.
- Episcopul are dreptul de a reduce epitimia celor ce să căiesc sincer de păcatele lor. 12 sin. I ec.; 16 sin. IV ec.; 102 Trul.; 5 Ancira; 74 Vasile cel Mare.
- Graţierea acordată de către Episcopii eretici persoanelor care au fost pedepsite de Episcopii ortodocşi este fără valoare. 5 sin. III ec. Vezi şi: ABSOLUŢIUNE, EPITIMIE."
117,H,HAINA,"Clericul care nu poarta haina destinată clericilor să se suspende pe o săptămână. 27 Trul.
- Călugăritele să nu se îmbrace în haine luxoase. 45 Trul.
- Bărbaţii să nu se îmbrace în haine femeieşti, nici femeile în haine bărbăteşti. Clericul care nesocoteşte această normă să se caterisească; mireanul să se afurisească. 62 Trul.
- Clericii să se îmbrace modest. Cei ce se îmbracă în haine strălucitoare (de mătase) să fie supuşi epitimiei. 16 sin VII ec.; 27 Trul.; 21 Gang."
118,H,HIROTESIA,"Egumenul, care e presbiter, poate hirotesi citeţi şi ipodiaconi pentru mănăstirea sa. 14 sin VII ec.; 6 Nichifor Mărt."
119,H,HIROTONIA,"Episcopul să fie hirotonit în prezenţa a 2 sau 3 Episcopi. 1 ap. Canoanele 4 sin. I ec.; 3 sin VII ec.; 13, 49 Cartag.; 1 sind. din C-pol din anul 394. prevăd să fie hirotonit în prezenţa a mai mulţi episcopi. Hirotonia, dacă nu se face după prescripţiile canonice, «Să nu aibă tărie». 19 Antioh.
- Presbiterul, diaconul şi ceilalţi clerici să fie hirotoniţi de Episcopul eparhiot. 2 ap.
- Episcopul care face hirotonii afară de eparhia sa, fără învoirea Episcopilor respectivi, să se caterisească şi el, şi aceia pe care i-a hirotonit. 35 ap.; 16 sin. I ec.; 2 sin. II ec.; 8 sin. III ec.; 13, 22 Antioh; 3 Sard.
- Hirotonia ereticilor nu e validă. 68 ap.
- E valabilă numai dacă e făcută de persoane care au hirotonia de Episcop. 18 Sard.
- Săvârşită de un episcop caterisit, nu-i valabilă. Teodor Studitul, Răsp, la întreb. 13.
- Nu se repetă. 68 ap. şi 48 Cartag.
- Să nu fie împărtăşită neofiţilor. 80 ap.; 21.
- Să nu fie împărtăşită acelora ce au fost botezaţi în timp de boală. 12 Neocez.
- Să nu fie împărtăşită acelora care s-au jurat că nu primesc a fi hirotoniţi, 10 Vasile cel Mare.
- Clericul care a fost hirotonit pentru bani să se caterisească şi el, şi cel ce1-a hirotonit. 29 ap.; 2 sin. IV ec.; 22 Trul.; 19 sin VII ec.; 90 Vasile cel Mare; Enciclica Ghenadie; Enciclica Tarasie.
- Hirotonia este piedică legală pentru căsătorie, de la ipodiacon în sus. 26 ap.; 6 Trul.; 1 Neocez.
- Să nu fie împărtăşită decât numai după un examen temeinic al candidatului şi dacă se constată că el întruneşte toate condiţiile intelectuale şi morale necesare clericilor. 9 sin. I ec.; 33 Trul.; 12 Laod.; 18 Cartag.; 89 Vasile cel Mare; 4 Chiril
- Împărtăşită celui ce nu întruneşte condiţiile necesare, este necanonică, iar respectivul se exclude din cler. 9, 10 sin. I ec.;
- Cel ce nu cunoaşte bine Sf. Scriptura şi canoanele şi nu are calităţile morale necesare să nu fie hirotonit întru Episcop. 2 sin VII ec.
- Originea socială a cuiva nu este piedică la hirotonie. 33 Trul.
- Copiii din flori sau din căsătoria a două sau a treia, dacă au viaţă vrednică de preoţie, pot fi hirotoniţi. 8 Nichifor Mărt.
- Hirotonia făcută fără destinaţie e nulă. 6 sin. IV ec.
- Episcopul care a fost hirotonit pentru un ţinut să nu pretindă pentru sine şi alte ţinuturi. 56 Cartag.
- Bărbatul a cărui soţie a comis adulter nu poate fi hirotonit. 8 Neocez.
- Hirotonia întru Episcop să se împărtăşească numai după ce candidatul a trecut, în chip reglementar, prin celelalte trepte preoţeşti. 10 Sard.; 17 Const. I-II.
- Cel nevrednic, fiind hirotonit, se depune. 9 sin. I ec.; 3 Teofil
- Hirotonia să nu se împărtăşească persoanelor care au în familie membri eterodocşi. 36 Cartag."
120,H,HOREPISCOPUL,"(Vicarul Episcop) poate săvârşi hirotonii numai cu încuviinţarea Episcopului. 13 Ancira; 89 Vasile cel Mare. Dacă hirotoneşte fără această încuviinţare, să fie caterisit. 10 Antioh.
- Poate hirotesi citeţi, ipodiaconi şi exorcişti, din încredinţarea Episcopului. 14 sin VII ec.; 10 Antioh.
- Poate da scrisori de pace. 8 Antioh.
- Să nu facă nimic fără ştirea Episcopului din cetate. 57 Laod.; 89 Vasile cel Mare."
121,H,HULA,Vezi: DEFĂIMARE.
122,I,IEROSILIE,Vezi: PROFANARE. 29 sin. IV ec.
123,I,IERTARE,"Vezi: ABSOLUŢIUNE, GRAŢIERE."
124,I,IMPEDIMENTE LA CĂSĂTORIE,"Sunt:
- Alienaţie mintala. 2, 3, 4 Tim. Alex.
- Lipsa consimţământului părţilor. 38, 40, 42 Vasile cel Mare.
- Căsătoria existentă legal. 87, 93 Trul.; 46, 77, 80 Vasile cel Mare.
- Hirotonia. 26 ap.; 6, 13 Trul.; 1 Neocez.
- Votul castităţii. 16 sin. IV ec.; 44 Trul.; 19 Ancira; 6, 18 Vasile cel Mare.
- Postul Paştilor. 52 Laod.
- Săptămâna primă după Paşti. 66 Trul.
- Răpirea. 27 sin. IV ec.; 92 Trul.; 22, 30 Vasile cel Mare.
- Logodna. Căsătoria cu logodnica altuia e oprită. 98 Trul.; 22 Ioan  Ajunatorul.
- Rudenia de sânge până la gradul 4 (verii primari). 54 Trul. Este interzisă căsătoria între nepot şi mătuşă. 11 Tim. Alex.
- Încuscrirea până la gradul IV: tata şi fiul cu mama şi fiica (gr. 2); tata şi fiul cu două surori; mama şi fiica cu doi fraţi (gr. 3); doi fraţi cu două surori (gr. 4). Căsătoria încheiată între cei înrudiţi (rudenia de sânge şi cuscrie) în gradele de mai sus se desface, iar respectivii «Să cadă sub canon 7 ani». 54 Trul.;
«Femeia, dacă se va mărita cu doi fraţi, să se scoată (din comuniune) până la moarte». 2 Neocez. «Cel ce a luat pe soţia fratelui său nu se va primi înainte de a se despărţi de ea». 23 Vasile cel Mare. Cel ce se căsătoreşte cu sora primei sale soţii să fie supus pedepsei adulterului. 78, 87 Vasile cel Mare; 11 Tim. Alex. Fiul să nu ia de soţie pe concubina tatălui, nici tatăl pe concubina fiului. 87 Vasile cel Mare. Un soţ nu se poate căsători cu soacra sa, sau cu fiica soţiei sale dintr-o altă căsătorie. 87 Vasile cel Mare.
- Rudenia spirituală până în gradul 2 (naş şi mama văduvă a finului). 53 Trul.
- Deosebirea de religie. Căsătoria cu ereticii e interzisă. 14 sin. IV ec.; 72 Trul.; 23 Ioan  Ajunatorul.
- Cel ce încheie căsătorie cu persoană cu care ştie că e înrudit, în gradele în care canoanele opresc căsătoria, «va primi epitimia adulterilor». 68 Vasile cel Mare.
- Clericul să nu binecuvânteze căsătoria la încheierea căreia se opun impedimente canonice. 11 Tim. Alex.
- Cei ce încheie căsătorie, de canonicitatea căreia sunt greşit convinşi, să fie trataţi mai blând. 26 Trul.; 27 Vasile cel Mare; 13 Teofil"
125,I,IMPEDIMENTE DE A INTRA ÎN CLER,Vezi: CLERIC.
126,I,ÎNAINTARE,Clericul care refuză să primească treapta superioara la care e înaintat de Episcop «Să nu mai slujească nici în treapta din care n-a vrut să iasă». 31 Cartag.
127,I,INFRACŢIUNI,"Vezi: AFURISIRE, CATERISIRE, PĂCATE etc."
128,I,INOVAŢIILE,"Inovaţiile sunt interzise. 21 Gang.; 7, 8 sin. III ec.; 2, 32 Trul. Vezi şi OBICEI, TRADIŢIE."
129,I,INSTANŢE JUDECĂTOREŞTI,Vezi: FORURI JUDECĂTOREŞTI.
130,I,INTERDICT.,"Episcopul să nu închidă vreo biserică şi să interzică a se face slujba în ea, pentru că în felul acesta să poată obţine anumite beneficii materiale. 4 sin VII ec."
131,I,INTERSTIŢIU,"Interstiţiu se numeşte intervalul de timp dintre dobândirea treptelor ierarhice. Episcopul să treacă prin toate treptele inferioare ale preoţiei, «împlinind în fiecare stare timpul hotărât de lege». 17 Const. I-II; 10 Sard."
132,I,INTERVENŢIE,"Episcopul să intervină la cei în drept, în cauza celor asupriţi şi nedrepţi. Sard.; 7; 75 Cartag.
- Clericul care mijloceşte ca cineva să fie hirotonit, sau numit într-o funcţie bisericească, prin simonie, să fie caterisit; mireanul să fie anatematizat. 2 sin. IV ec."
133,I,INVENTAR,"Bunurile bisericeşti trebuiesc inventariate, ca să nu fie confundate cu ale clericilor. 40 ap.; 24 Antioh.
- Averea fiecărei mănăstirii să fie trecută într-un inventar, care se păstrează la Episcopie, 1 Const. I-II."
134,J,JOCURI DE NOROC,"Clericul care joaca jocuri de noroc, «ori să înceteze, ori să se caterisească». 42 ap.; 50 Trul.
- Clericii inferiori, dacă joacă jocuri de noroc, «sau să înceteze, sau să se afurisească». 43 ap.; 50 Trul."
135,J,JUDECATA BISERICEASCĂ,Vezi: FORURI JUDECĂTOREŞTI.
136,J,JUDECĂTORII BISERICEŞTI,"Dacă se dovedeşte «că au judecat din duşmănie, sau din patimă, sau că prin vreun dar s-au mituit», să fie pedepsiţi. 15 Cartag.
- Să fie mai cu băgare de seamă cum aplică pedepsele la diferite infracţiuni. 102 Trul."
137,J,JURĂMÂNTUL,Clericul sperjur să se caterisească. 25 ap.
138,J,JURISDICŢIE,"Episcopul unei eparhii să nu-şi întindă jurisdicţia şi asupra altei eparhii. 35 ap.; 2 sin. II ec.; 8 sin. III ec.; 20 Trul.; 56, 120 Cartag.; 13, 22 Antioh.
- Episcopul are jurisdicţie asupra tuturor credincioşilor (clerici şi mireni) şi instituţiilor bisericeşti din eparhia sa. 8 sin. IV ec.; 9 Antioh. Vezi şi EPISCOP."
139,J,JUSTIŢIA BISERICEASCĂ,Vezi: FORURI JUDECATOREŞTI.
140,L,LAICUL,Vezi: MIREANUL.
141,L,LIBERTINUL,Libertinul nu poate acuza pe clerici. 129 Cartag.
142,L,LITURGHIA,"Liturghia să se oficieze numai de cei ce au ajunat. 29 Trul.; 41, 47 Cartag. în Joia Mare se poate săvârşi şi de cei ce au mâncat înainte de a sluji. 41 Cartag.; can. 29 Trul. abroga această dispoziţie.
- Clericul care liturghiseşte în afară de biserică (ex. case particulare), fără autorizaţia Episcopului, să se caterisească. 31 Trul.; 10 sin VII ec.; 58 Laod.; 12 Const. I-II."
143,L,LOCURI SFINTE,Clericii care se poartă cu dispreţ faţă de locurile sfinte să se caterisească; mirenii să se afurisească. 97 Trul.
144,L,LOGODNICA,Cel ce se căsătoreşte cu logodnica altuia comite adulter. 98 Trul.; 22 Ioan  Ajunatorul.
145,L,LOVIRE,Clericul care dă cuiva o lovitură din care urmează moartea să se caterisească; mireanul să se afurisească. 65 ap. Vezi şi BĂTAIE.
146,M,MALACHIE,"Clericul care a făcut malachie, fie înainte, fie după hirotonie, să fie supus epitimiei. în caz că e recidivist, să înceteze din preoţie. 12 Ioan  Ajunatorul."
147,M,MARTOR,"Poate fi numai un creştin ortodox, cu viaţă morală ireproşabilă. 75 ap.; 129, 131 Cartag.; 6 sin. II ec.; 9 Teofil
- Ereticul nu poate fi martor împotriva clericilor. 75 ap. De asemenea, nu pot fi nici anatematizaţii, schismaticii, excomunicaţii, caterisiţii, cei ce dispreţuiesc canoanele, cei cu viaţă imorală, cei ce au fost daţi în judecată şi nu s-au dezvinovăţit, rudele acuzatorului şi persoanele sub vârsta de 14 ani. 128, 131 Cartag.; 6 sin. II ec.; nici libertinii, cei opriţi de legile civile, păgânii etc. 131, 129 Cartag.
- Un singur martor nu e suficient pentru a dovedi ceva, ci se cer cel puţin doi martori. 75 ap.; 2 sin. I ec.; 85 Trul.; 132 Cartag.
- Fiecare e obligat să mărturisească, atunci când e nevoie, tot ceea ce ştie sau ce a văzut pe cineva făcând. 71 Vasile cel Mare; 38 Ioan  Ajunatorul."
148,M,MĂRTURISIREA PĂCATELOR,"Duhovnicul să păstreze secretul păcatelor ce i-au fost mărturisite. 132 Cartag.; 32 Vasile cel Mare; 28 Nichifor Mărt. Vezi şi: PENITENŢA, EPITIMIE."
